#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
297_RNODE_18_length_68502_58,291985.CCSI01000002_gene1331,3.79E-146,417.0,"COG0414@1|root,COG0414@2|Bacteria,1MV1S@1224|Proteobacteria,2TS2D@28211|Alphaproteobacteria,2K0S2@204457|Sphingomonadales",204457|Sphingomonadales,H,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,panC,-,6.3.2.1,ko:K01918,"ko00410,ko00770,ko01100,ko01110,map00410,map00770,map01100,map01110",M00119,R02473,"RC00096,RC00141","ko00000,ko00001,ko00002,ko01000",-,-,-,Pantoate_ligase
297_RNODE_18_length_68502_59,1219035.NT2_04_04420,5.37E-50,163.0,"COG0848@1|root,COG0848@2|Bacteria,1RHDF@1224|Proteobacteria,2UEA0@28211|Alphaproteobacteria,2K55Z@204457|Sphingomonadales",204457|Sphingomonadales,U,Biopolymer transport protein,-,-,-,ko:K03559,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,ExbD
297_RNODE_18_length_68502_60,517722.AEUE01000002_gene2155,1.4E-69,213.0,"COG0848@1|root,COG0848@2|Bacteria,1RHDF@1224|Proteobacteria,2UEA0@28211|Alphaproteobacteria,2K55Z@204457|Sphingomonadales",204457|Sphingomonadales,U,Biopolymer transport protein,-,-,-,ko:K03559,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,ExbD
297_RNODE_18_length_68502_61,161528.ED21_20017,1.41E-102,299.0,"COG0848@1|root,COG0848@2|Bacteria,1R64K@1224|Proteobacteria,2U4H6@28211|Alphaproteobacteria,2KD52@204457|Sphingomonadales",204457|Sphingomonadales,U,Biopolymer transport protein ExbD/TolR,-,-,-,ko:K03559,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,ExbD
297_RNODE_18_length_68502_62,517722.AEUE01000002_gene2157,1.07E-124,362.0,"COG0811@1|root,COG0811@2|Bacteria,1NMPB@1224|Proteobacteria,2TS4F@28211|Alphaproteobacteria,2K1P2@204457|Sphingomonadales",204457|Sphingomonadales,U,MotA TolQ ExbB proton channel,exbB,-,-,ko:K03561,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,MotA_ExbB
297_RNODE_18_length_68502_63,161528.ED21_20039,1.23E-77,240.0,"COG0810@1|root,COG0810@2|Bacteria,1RCAG@1224|Proteobacteria,2U664@28211|Alphaproteobacteria,2K187@204457|Sphingomonadales",204457|Sphingomonadales,M,"Periplasmic protein TonB, links inner and outer membranes",-,-,-,ko:K03832,-,-,-,-,"ko00000,ko02000",2.C.1.1,-,-,TonB_C
297_RNODE_18_length_68502_64,1044.EH31_06390,2.44E-28,114.0,"29Z44@1|root,30M1R@2|Bacteria,1NJK2@1224|Proteobacteria,2UKAH@28211|Alphaproteobacteria,2K854@204457|Sphingomonadales",204457|Sphingomonadales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_18_length_68502_65,161528.ED21_20079,4.84E-55,189.0,"COG2207@1|root,COG2207@2|Bacteria,1N6FY@1224|Proteobacteria,2UEU0@28211|Alphaproteobacteria,2K6FI@204457|Sphingomonadales",204457|Sphingomonadales,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_18
297_RNODE_18_length_68502_66,1123270.ATUR01000006_gene61,7.77E-105,309.0,"COG5524@1|root,COG5524@2|Bacteria,1N49E@1224|Proteobacteria,2UDI4@28211|Alphaproteobacteria,2K32P@204457|Sphingomonadales",204457|Sphingomonadales,S,Bacteriorhodopsin-like protein,-,-,-,-,-,-,-,-,-,-,-,-,Bac_rhodopsin
297_RNODE_2_length_56859_1,935948.KE386495_gene1348,8.52E-17,84.3,"COG0553@1|root,COG0553@2|Bacteria,1TPFZ@1239|Firmicutes,248ZJ@186801|Clostridia",186801|Clostridia,L,snf2 family,-,-,-,-,-,-,-,-,-,-,-,-,"Helicase_C,SNF2_N"
297_RNODE_2_length_56859_3,471856.Jden_2148,1.73E-19,84.0,"2E46I@1|root,332GH@2|Bacteria,2I85D@201174|Actinobacteria",201174|Actinobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_2_length_56859_32,1283077.M1HLK5_9CAUD,5.38E-32,114.0,"4QB53@10239|Viruses,4QW98@35237|dsDNA viruses  no RNA stage,4QSJ1@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_2_length_56859_36,1304275.C41B8_05408,2.08E-95,291.0,"2DVPY@1|root,33WQ8@2|Bacteria,1N9VQ@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_2_length_56859_43,1207058.L53_16095,8.42E-75,233.0,"2ER24@1|root,33IMP@2|Bacteria,1NEVV@1224|Proteobacteria,2UI85@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Putative 2OG-Fe(II) oxygenase,-,-,-,-,-,-,-,-,-,-,-,-,2OG-FeII_Oxy_5
297_RNODE_2_length_56859_44,572265.HDEF_1700,2.19E-40,140.0,"COG3108@1|root,COG3108@2|Bacteria,1RICX@1224|Proteobacteria,1S6D5@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,peptidase M15,-,-,-,ko:K17733,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,Peptidase_M15_4
297_RNODE_2_length_56859_45,1122137.AQXF01000002_gene208,4.77E-26,102.0,"2E645@1|root,330T3@2|Bacteria,1NEGX@1224|Proteobacteria,2UJTA@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,"Holin of 3TMs, for gene-transfer release",-,-,-,-,-,-,-,-,-,-,-,-,GTA_holin_3TM
297_RNODE_2_length_56859_47,292414.TM1040_0792,3.03E-60,192.0,"COG0827@1|root,COG0827@2|Bacteria,1N8I1@1224|Proteobacteria,2UIBZ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,L,DNA restriction-modification system,-,-,-,-,-,-,-,-,-,-,-,-,-
297_RNODE_2_length_56859_51,1304275.C41B8_05453,9.27E-153,474.0,"COG0234@1|root,COG0234@2|Bacteria,1NJKP@1224|Proteobacteria",1224|Proteobacteria,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,-,-,-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,-
297_RNODE_2_length_56859_75,748247.AZKH_1409,9.32E-11,68.6,"COG1403@1|root,COG1403@2|Bacteria,1RATU@1224|Proteobacteria,2VPZS@28216|Betaproteobacteria,2KZEN@206389|Rhodocyclales",206389|Rhodocyclales,L,HNH nucleases,-,-,-,ko:K07451,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,HNH
298_RNODE_5_length_6614_1,1288298.rosmuc_04052,3.07E-99,293.0,"COG1961@1|root,COG1961@2|Bacteria,1RA0V@1224|Proteobacteria,2U6UV@28211|Alphaproteobacteria,46RB8@74030|Roseovarius",28211|Alphaproteobacteria,L,"Resolvase, N terminal domain",-,-,-,ko:K14060,-,-,-,-,ko00000,-,-,-,"HTH_7,Resolvase"
298_RNODE_5_length_6614_4,1530186.JQEY01000017_gene230,3.51E-54,176.0,"2EN0S@1|root,33FNZ@2|Bacteria,1NP20@1224|Proteobacteria,2UMZZ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
298_RNODE_5_length_6614_5,391616.OA238_160p1530,6.25E-91,266.0,"COG3742@1|root,COG3742@2|Bacteria,1MZJR@1224|Proteobacteria,2UCP5@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,PIN domain,-,-,-,ko:K19686,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,PIN
298_RNODE_5_length_6614_6,1144310.PMI07_004607,5.71E-23,90.5,"COG4423@1|root,COG4423@2|Bacteria,1PVEW@1224|Proteobacteria,2V6UJ@28211|Alphaproteobacteria,4BGY5@82115|Rhizobiaceae",28211|Alphaproteobacteria,S,Rv0623-like transcription factor,-,-,-,ko:K19687,-,-,-,-,"ko00000,ko02048",-,-,-,PSK_trans_fac
298_RNODE_5_length_6614_7,1056820.KB900644_gene787,2.1E-315,900.0,"COG4644@1|root,COG4644@2|Bacteria,1MUIU@1224|Proteobacteria,1RPZZ@1236|Gammaproteobacteria",1236|Gammaproteobacteria,L,Transposase,-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_Tn3,DUF4158"
298_RNODE_5_length_6614_8,398580.Dshi_2105,5.03E-39,136.0,"COG2189@1|root,COG2189@2|Bacteria",2|Bacteria,L,Belongs to the N(4) N(6)-methyltransferase family,-,-,2.1.1.72,ko:K07316,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,N6_N4_Mtase
298_RNODE_9_length_1202_1,1468179.A0A0C4K5Y2_9VIRU,4.07E-33,137.0,4QAK6@10239|Viruses,10239|Viruses,S,N-acetylmuramoyl-L-alanine amidase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
299_NODE_2_length_29105_1,1451261.AS96_01245,1.26E-105,321.0,"COG2826@1|root,COG2826@2|Bacteria,2GMZX@201174|Actinobacteria,4FNGP@85023|Microbacteriaceae",201174|Actinobacteria,L,by sequence,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_38,rve"
299_NODE_2_length_29105_2,585531.HMPREF0063_10581,1.86E-79,240.0,"COG0817@1|root,COG0817@2|Bacteria,2GJI5@201174|Actinobacteria,4DUD0@85009|Propionibacteriales",201174|Actinobacteria,L,Crossover junction endodeoxyribonuclease RuvC,ruvC,"GO:0000725,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008821,GO:0009058,GO:0009059,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0031297,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071704,GO:0071932,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576",3.1.22.4,ko:K01159,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,RuvC
299_NODE_2_length_29105_3,585531.HMPREF0063_10582,8.08E-85,256.0,"COG0632@1|root,COG0632@2|Bacteria,2GN17@201174|Actinobacteria,4DQ7Y@85009|Propionibacteriales",201174|Actinobacteria,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB",ruvA,"GO:0000724,GO:0000725,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007154,GO:0008150,GO:0008152,GO:0009378,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0031668,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0071103,GO:0071496,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0140097,GO:1901360",3.6.4.12,ko:K03550,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"HHH_5,RuvA_C,RuvA_N"
299_NODE_2_length_29105_4,1033730.CAHG01000016_gene567,2.88E-193,543.0,"COG2255@1|root,COG2255@2|Bacteria,2GJZF@201174|Actinobacteria,4DP63@85009|Propionibacteriales",201174|Actinobacteria,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing",ruvB,"GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496",3.6.4.12,ko:K03551,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"RuvB_C,RuvB_N"
299_NODE_2_length_29105_5,1033730.CAHG01000016_gene568,1.95E-24,95.5,"COG1862@1|root,COG1862@2|Bacteria,2HZCG@201174|Actinobacteria,4DS36@85009|Propionibacteriales",201174|Actinobacteria,U,Preprotein translocase subunit,yajC,-,-,ko:K03210,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","3.A.5.1,3.A.5.2",-,-,YajC
299_NODE_2_length_29105_6,110319.CF8_1889,2.81E-150,449.0,"COG0342@1|root,COG0342@2|Bacteria,2GJTT@201174|Actinobacteria,4DP94@85009|Propionibacteriales",201174|Actinobacteria,U,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,secD,"GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",-,ko:K03072,"ko03060,ko03070,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","2.A.6.4,3.A.5.2,3.A.5.7",-,-,"SecD_SecF,Sec_GG"
299_NODE_2_length_29105_7,1298863.AUEP01000008_gene1103,2.11E-114,346.0,"COG0341@1|root,COG0341@2|Bacteria,2GJRS@201174|Actinobacteria,4DPBJ@85009|Propionibacteriales",201174|Actinobacteria,U,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,secF,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",-,"ko:K03072,ko:K03074","ko03060,ko03070,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","2.A.6.4,3.A.5.2,3.A.5.7",-,-,"SecD_SecF,Sec_GG"
299_NODE_2_length_29105_8,1122609.AUGT01000003_gene2127,4.16E-35,126.0,"2DFT3@1|root,2ZT1H@2|Bacteria,2GVAQ@201174|Actinobacteria,4DS7N@85009|Propionibacteriales",201174|Actinobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
299_NODE_2_length_29105_9,1048339.KB913029_gene3946,3.25E-65,204.0,"COG0503@1|root,COG0503@2|Bacteria,2IM7C@201174|Actinobacteria,4ESW6@85013|Frankiales",201174|Actinobacteria,F,"Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis",apt,"GO:0003674,GO:0003824,GO:0003999,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006144,GO:0006168,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034641,GO:0034654,GO:0042440,GO:0043094,GO:0043096,GO:0043101,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0046083,GO:0046084,GO:0046112,GO:0046148,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.4.2.7,ko:K00759,"ko00230,ko01100,map00230,map01100",-,"R00190,R01229,R04378",RC00063,"ko00000,ko00001,ko01000,ko04147",-,-,-,Pribosyltran
299_NODE_2_length_29105_10,1229203.KI301992_gene981,0.0,1248.0,"COG0317@1|root,COG0317@2|Bacteria,2GJYQ@201174|Actinobacteria,3UWB9@52018|unclassified Actinobacteria (class)",201174|Actinobacteria,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,relA,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009267,GO:0009405,GO:0009605,GO:0009987,GO:0009991,GO:0015968,GO:0015969,GO:0015970,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030145,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034035,GO:0034036,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0042578,GO:0042594,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044419,GO:0044464,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051704,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659","2.7.6.5,3.1.7.2","ko:K00951,ko:K01139","ko00230,map00230",-,"R00336,R00429","RC00002,RC00078","ko00000,ko00001,ko01000,ko03009",-,-,-,"ACT_4,HD_4,RelA_SpoT,TGS"
299_NODE_2_length_29105_11,2045.KR76_17570,6.32E-282,781.0,"COG3540@1|root,COG3540@2|Bacteria,2GJCI@201174|Actinobacteria,4DPY3@85009|Propionibacteriales",201174|Actinobacteria,P,"PhoD-like phosphatase, N-terminal domain",phoD,-,3.1.3.1,ko:K01113,"ko00790,ko01100,ko02020,map00790,map01100,map02020",M00126,R04620,RC00017,"ko00000,ko00001,ko00002,ko01000",-,-,-,"PhoD,PhoD_N"
299_NODE_2_length_29105_12,1229203.KI301992_gene988,1.63E-130,374.0,"COG0491@1|root,COG0491@2|Bacteria,2GJU0@201174|Actinobacteria,3UXE8@52018|unclassified Actinobacteria (class)",201174|Actinobacteria,S,Metallo-beta-lactamase superfamily,-,-,-,-,-,-,-,-,-,-,-,-,Lactamase_B
299_NODE_2_length_29105_13,1229203.KI301992_gene989,2.58E-206,585.0,"COG0124@1|root,COG0124@2|Bacteria,2GIYJ@201174|Actinobacteria,3UWUC@52018|unclassified Actinobacteria (class)",201174|Actinobacteria,J,Histidyl-tRNA synthetase,hisS,-,6.1.1.21,ko:K01892,"ko00970,map00970","M00359,M00360",R03655,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"HGTP_anticodon,tRNA-synt_His"
299_NODE_2_length_29105_14,1229203.KI301992_gene990,0.0,1026.0,"COG0173@1|root,COG0173@2|Bacteria,2GJHU@201174|Actinobacteria,3UW76@52018|unclassified Actinobacteria (class)",201174|Actinobacteria,J,Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn),aspS,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",6.1.1.12,ko:K01876,"ko00970,map00970","M00359,M00360",R05577,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"GAD,tRNA-synt_2,tRNA_anti-codon"
299_NODE_2_length_29105_16,1229203.KI301992_gene992,6.9E-275,758.0,"COG2256@1|root,COG2256@2|Bacteria,2GKDP@201174|Actinobacteria,3UWDN@52018|unclassified Actinobacteria (class)",201174|Actinobacteria,L,MgsA AAA+ ATPase C terminal,rarA,-,-,ko:K07478,-,-,-,-,ko00000,-,-,-,"AAA,AAA_assoc_2,MgsA_C,RuvB_N"
299_NODE_2_length_29105_17,1033730.CAHG01000006_gene1231,8.74E-296,840.0,"COG4124@1|root,COG4645@1|root,COG4124@2|Bacteria,COG4645@2|Bacteria,2IHH1@201174|Actinobacteria",201174|Actinobacteria,G,Belongs to the glycosyl hydrolase 26 family,-,-,-,-,-,-,-,-,-,-,-,-,OpgC_C
299_NODE_2_length_29105_18,1229203.KI301992_gene983,4.4E-52,168.0,"COG2172@1|root,COG2172@2|Bacteria,2GQFJ@201174|Actinobacteria",201174|Actinobacteria,T,Histidine kinase-like ATPase domain,-,-,2.7.11.1,ko:K04757,-,-,-,-,"ko00000,ko01000,ko01001,ko03021",-,-,-,HATPase_c_2
299_NODE_2_length_29105_19,1229203.KI301992_gene984,1.68E-53,169.0,"COG1366@1|root,COG1366@2|Bacteria",2|Bacteria,T,antisigma factor binding,-,-,-,ko:K04749,-,-,-,-,"ko00000,ko03021",-,-,-,"STAS,STAS_2"
299_NODE_2_length_29105_20,1229203.KI301992_gene985,0.0,893.0,"COG1215@1|root,COG1215@2|Bacteria,2GKFI@201174|Actinobacteria",201174|Actinobacteria,M,PFAM Glycosyl transferase family 2,bcsA,-,2.4.1.12,ko:K00694,"ko00500,ko01100,ko02026,map00500,map01100,map02026",-,R02889,RC00005,"ko00000,ko00001,ko01000,ko01003,ko02000","4.D.3.1.2,4.D.3.1.5,4.D.3.1.6",GT2,-,"Cellulose_synt,Glyco_tranf_2_3,Glyco_trans_2_3,Glycos_transf_2,PilZ"
299_NODE_2_length_29105_21,1229203.KI301992_gene986,7.72E-138,407.0,"COG2203@1|root,COG2208@1|root,COG2203@2|Bacteria,COG2208@2|Bacteria",2|Bacteria,T,phosphoserine phosphatase activity,-,-,3.1.3.3,ko:K07315,-,-,-,-,"ko00000,ko01000,ko03021",-,-,-,"FHA,GAF,GAF_2,SSF,SpoIIE"
299_NODE_2_length_29105_23,1229203.KI301992_gene987,1.23E-203,574.0,"COG1196@1|root,COG1196@2|Bacteria,2GJBD@201174|Actinobacteria,3UWJ7@52018|unclassified Actinobacteria (class)",201174|Actinobacteria,D,Domain of Unknown Function (DUF349),-,-,-,-,-,-,-,-,-,-,-,-,DUF349
299_NODE_3_length_19959_1,405948.SACE_0723,0.0,3551.0,"COG0300@1|root,COG0451@1|root,COG0604@1|root,COG3321@1|root,COG0300@2|Bacteria,COG0451@2|Bacteria,COG0604@2|Bacteria,COG3321@2|Bacteria,2H477@201174|Actinobacteria,4EA47@85010|Pseudonocardiales",201174|Actinobacteria,CQ,Enoylreductase,-,-,2.3.1.94,ko:K10817,"ko00522,ko01052,ko01130,map00522,map01052,map01130",M00774,R00918,"RC00004,RC02825,RC02826,RC02828,RC02829,RC02830,RC02831","ko00000,ko00001,ko00002,ko01000,ko01004,ko01008",-,-,-,"ADH_N,ADH_zinc_N,ADH_zinc_N_2,Acyl_transf_1,Docking,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt"
299_NODE_3_length_19959_2,405948.SACE_0724,0.0,2789.0,"COG0300@1|root,COG3321@1|root,COG0300@2|Bacteria,COG3321@2|Bacteria,2H477@201174|Actinobacteria,4DZDB@85010|Pseudonocardiales",201174|Actinobacteria,Q,polyketide synthase,-,-,2.3.1.94,ko:K10817,"ko00522,ko01052,ko01130,map00522,map01052,map01130",M00774,R00918,"RC00004,RC02825,RC02826,RC02828,RC02829,RC02830,RC02831","ko00000,ko00001,ko00002,ko01000,ko01004,ko01008",-,-,-,"Acyl_transf_1,Docking,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt"
299_NODE_4_length_4062_2,397278.JOJN01000003_gene2041,1.46E-62,216.0,"COG1404@1|root,COG1404@2|Bacteria,2HQ5I@201174|Actinobacteria",201174|Actinobacteria,O,Subtilase family,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S8
299_NODE_4_length_4062_4,397278.JOJN01000003_gene2038,2.04E-20,85.5,"COG4842@1|root,COG4842@2|Bacteria,2GR96@201174|Actinobacteria",201174|Actinobacteria,S,Belongs to the WXG100 family,-,-,-,-,-,-,-,-,-,-,-,-,WXG100
299_NODE_4_length_4062_5,397278.JOJN01000003_gene2039,1.58E-23,93.2,"COG4842@1|root,COG4842@2|Bacteria,2GY9S@201174|Actinobacteria,4DSTJ@85009|Propionibacteriales",201174|Actinobacteria,S,Proteins of 100 residues with WXG,-,-,-,-,-,-,-,-,-,-,-,-,WXG100
29_LNODE_1_length_5884_6,225849.swp_2568,1.36E-100,310.0,"COG4128@1|root,COG4128@2|Bacteria,1RK87@1224|Proteobacteria,1SYAX@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Zonular occludens toxin (Zot),-,-,-,ko:K10954,"ko05110,map05110",-,-,-,"ko00000,ko00001,ko02042",-,-,-,Zot
29_LNODE_1_length_5884_7,225849.swp_2567,7.59E-13,66.6,"2CHQ6@1|root,33N6R@2|Bacteria,1NM75@1224|Proteobacteria,1SUNZ@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Protein of unknown function (DUF2523),-,-,-,-,-,-,-,-,-,-,-,-,DUF2523
2_LNODE_1_length_1173_1,671143.DAMO_1236,1.04E-12,77.8,"COG4625@1|root,COG4625@2|Bacteria",2|Bacteria,T,pathogenesis,-,-,-,"ko:K12685,ko:K19231",-,-,-,-,"ko00000,ko01000,ko02000,ko02044","1.B.12,1.B.12.5.1,1.B.12.5.3",-,-,"Autotransporter,ESPR,PATR,Peptidase_S8"
